Census year,Block ID,CLUE small area,Accommodation,Admin and Support Services,Agriculture and Mining,Arts and Recreation Services,Business Services,Construction,Education and Training,"Electricity, Gas, Water and Waste Services",Finance and Insurance,Food and Beverage Services,Health Care and Social Assistance,Information Media and Telecommunications,Manufacturing,Other Services,Public Administration and Safety,Real Estate Services,Rental and Hiring Services,Retail Trade,"Transport, Postal and Storage",Wholesale Trade,Total employment in block
2005,730,Southbank,0,0,0,0,,,0,0,0,0,0,0,,0,0,0,,,0,0,66
2005,731,Southbank,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,
2005,732,Southbank,0,7,0,0,,0,0,,,,,,,16,0,0,11,,0,7,74
2005,733,Southbank,0,0,0,,,0,0,0,0,0,0,0,0,,0,0,0,,0,0,17
2005,734,Southbank,0,0,0,0,94,0,0,,,0,0,,,,,0,,13,,0,296
2005,735,Southbank,0,,0,0,0,0,0,,0,0,0,,0,,0,0,0,0,0,0,20
2005,736,Southbank,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,,,115
2005,737,Southbank,0,0,0,0,154,0,0,,0,0,0,0,0,0,,0,0,0,0,0,180
2005,738,Southbank,0,0,0,,0,0,0,,0,0,0,,0,,,0,0,,0,0,909
2005,739,Southbank,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,
2005,740,Southbank,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,
2005,741,Southbank,0,0,0,146,46,0,,,0,30,,,0,,0,0,,,0,0,319
2005,742,Southbank,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,5
2005,743,Southbank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,744,Southbank,0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,0,128
2005,745,Southbank,0,0,0,4,0,,0,0,0,0,0,0,0,,0,0,0,,,0,151
2005,746,Southbank,0,0,39,0,182,0,0,,0,0,0,,,,0,,0,,,0,1713
2005,747,Southbank,0,0,0,0,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,115
2005,748,Southbank,,0,,,348,0,0,,,21,0,574,0,,0,,,,,39,1651
2005,749,Southbank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,
2005,750,Southbank,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,
2005,751,Southbank,0,0,0,17,0,0,,0,0,,8,0,0,32,,0,0,0,0,0,861
2005,752,Southbank,0,0,0,1069,0,0,0,0,0,201,0,0,0,0,0,0,0,0,0,0,1270
2005,753,Southbank,,309,,,286,0,0,82,,565,,1341,,36,,,0,108,,21,5318
2005,759,Melbourne (Remainder),0,,,0,430,,,0,,14,0,,0,,0,,0,0,0,,1028
2005,760,Melbourne (Remainder),0,95,,,691,39,,0,1181,70,199,72,218,98,,24,0,18,66,62,2995
2005,771,Docklands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,772,Docklands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,106
2005,773,Docklands,0,,0,,14,0,0,0,0,33,0,0,0,13,0,,0,10,13,0,133
2005,774,Port Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,73
2005,775,Port Melbourne,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,276
2005,776,Docklands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,
2005,777,Port Melbourne,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,,,57
2005,778,Port Melbourne,0,223,0,0,57,,0,0,0,0,0,0,148,0,0,0,,,,174,1022
2005,779,Port Melbourne,0,,0,0,0,0,0,,0,0,0,0,,0,,0,0,0,,0,380
2005,780,Port Melbourne,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,
2005,781,Port Melbourne,0,26,0,,337,19,0,0,,,0,,303,,0,,,22,,475,1302
2005,782,Port Melbourne,0,0,0,0,,0,0,,0,0,0,0,,0,0,0,0,,0,,596
2005,783,Docklands,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,
2005,784,Port Melbourne,0,0,,0,82,0,0,0,0,,0,17,218,,,0,0,,0,93,550
2005,785,Port Melbourne,0,0,0,,,12,0,0,,,0,,40,0,0,0,0,,39,0,169
2005,786,Port Melbourne,0,0,0,1,65,0,0,0,,0,0,0,,0,,0,0,0,0,,3510
2005,787,Port Melbourne,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,
2005,788,Port Melbourne,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,
2005,789,Port Melbourne,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,
2005,790,Port Melbourne,0,0,0,0,0,0,0,,0,0,0,0,472,0,0,0,0,,,,740
2005,791,Port Melbourne,0,,0,0,56,72,,0,0,0,0,,820,0,0,0,0,,,28,1267
2005,792,Port Melbourne,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2005,793,Port Melbourne,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,
2005,794,Port Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,795,Port Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,494,0,494
2005,801,Southbank,,,,0,454,,0,0,109,28,,520,,7,,,0,,0,,2189
2005,802,Southbank,0,0,0,0,66,,0,0,,,0,0,0,0,0,0,0,98,0,,328
2005,803,Southbank,0,0,0,8510,0,0,0,0,0,900,0,,0,,0,0,0,263,0,0,9805
2005,804,Southbank,0,273,0,63,0,0,0,0,,,0,,0,22,0,,0,0,,0,727
2005,806,Southbank,0,0,0,,,0,0,0,0,0,0,0,,,0,0,0,,0,0,54
2005,807,Southbank,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,452
2005,808,Southbank,0,64,0,,42,0,0,,0,,0,,0,0,0,,0,,114,,365
2005,809,Southbank,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
2005,810,Southbank,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,,0,0,427
2005,811,Southbank,0,,0,,0,0,,,,,0,0,,0,0,0,0,,0,,517
2005,812,Southbank,,36,,,203,,,0,,30,,168,0,41,0,,0,,0,,773
2005,813,Southbank,0,0,0,,0,0,,0,0,0,,0,0,,0,0,0,0,0,0,269
2005,814,Southbank,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,
2005,815,Southbank,0,0,0,0,,0,0,0,0,,0,0,0,,0,,0,27,0,,88
2005,849,South Yarra,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2005,850,Melbourne (Remainder),0,0,0,13,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,13
2005,851,Melbourne (Remainder),0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2005,852,Melbourne (Remainder),0,0,0,69,0,0,0,,0,,0,0,0,12,0,0,0,,0,0,132
2005,853,South Yarra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,854,South Yarra,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2005,855,South Yarra,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,
2005,856,South Yarra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,857,South Yarra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,
2005,858,South Yarra,,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,9
2005,859,South Yarra,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,
2005,860,South Yarra,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
2005,861,South Yarra,14,0,0,0,,0,34,,0,77,,0,0,,0,0,0,37,0,0,177
2005,862,South Yarra,15,0,0,0,,0,,0,0,,,0,0,0,0,0,0,0,0,0,50
2005,863,Melbourne (Remainder),0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,
2005,864,South Yarra,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,,0,0,23
2005,865,South Yarra,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
2005,866,South Yarra,0,0,0,,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,24
2005,867,South Yarra,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,54
2005,868,South Yarra,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,42
2005,869,South Yarra,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2005,870,Melbourne (Remainder),0,0,0,0,,0,0,0,0,,4926,0,0,,0,0,0,29,0,0,5273
2005,871,Melbourne (Remainder),0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,579
2005,901,Parkville,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
2005,902,Parkville,,0,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,19
2005,903,Parkville,0,0,0,0,0,0,,0,0,,0,0,0,,0,0,0,0,0,0,34
2005,904,Parkville,,0,0,0,0,0,,0,0,0,,,0,,,0,0,0,0,0,360
2005,905,Parkville,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,
2005,906,Parkville,,,,0,193,0,72,0,,,,0,,83,,0,0,0,0,,483
2005,907,Parkville,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2005,908,Parkville,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,33
2005,909,Parkville,0,0,0,,0,0,,0,0,0,0,0,0,,,0,0,0,0,0,29
2005,910,Parkville,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,
2005,911,Parkville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,912,Parkville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,913,Parkville,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,
2005,914,Parkville,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,18
2005,915,Parkville,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,,0,0,28
2005,916,Parkville,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,51
2005,917,Parkville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,918,Parkville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,919,Parkville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,920,Parkville,0,,0,0,,0,0,0,,,4778,0,0,,0,0,0,,,0,5518
2005,921,Parkville,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,287
2005,922,Parkville,,0,0,,0,0,0,,0,0,,0,0,22,0,0,0,0,0,0,26
2005,923,Parkville,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,
2005,924,Parkville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,925,Parkville,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2005,926,Parkville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,927,Parkville,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,
2005,928,Parkville,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,54
2005,929,Parkville,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,
2005,930,Parkville,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,
2005,931,Parkville,0,0,0,386,0,0,0,0,0,145,3989,,0,28,0,0,0,24,,0,4572
2005,1001,West Melbourne (Industrial),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,616
2005,1002,West Melbourne (Industrial),0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,182,0,182
2005,1004,West Melbourne (Industrial),0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,,,616,0,628
2005,1005,West Melbourne (Industrial),0,0,0,,0,0,0,,0,,0,0,0,,0,0,0,,155,,226
2005,1006,West Melbourne (Industrial),0,,0,,,0,0,,,36,0,6,0,,,0,36,,202,2258,2598
2005,1007,West Melbourne (Industrial),0,0,,0,0,0,0,,0,0,0,0,0,,,0,,,713,,895
2005,1009,West Melbourne (Industrial),0,0,0,,0,0,0,0,0,,0,0,,0,0,0,,0,603,0,653
2005,1012,North Melbourne,0,0,0,0,,,0,0,0,0,0,,140,,0,0,,,87,0,341
2005,1013,West Melbourne (Industrial),0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,,46
2005,1014,West Melbourne (Industrial),0,0,0,0,,,0,0,0,0,0,0,58,0,0,0,0,0,,87,159
2005,1015,West Melbourne (Industrial),0,0,0,,0,,0,,0,0,0,0,49,,0,0,0,26,,23,193
2005,1016,Kensington,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,
2005,1101,Docklands,,,0,,0,0,0,,0,289,,0,0,,,0,0,501,460,0,1348
2005,1102,Docklands,0,,0,0,,0,,0,0,,0,,0,,0,0,0,0,0,,197
2005,1103,Docklands,,,,951,39,,0,0,,641,0,,,4,0,,0,10,0,0,2688
2005,1104,Docklands,0,0,0,0,0,,0,0,0,,0,0,0,,0,,0,,0,0,31
2005,1105,Docklands,0,0,0,0,,0,0,0,,,0,0,0,,,0,0,0,0,0,1736
2005,1106,Docklands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,1107,Docklands,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,32
2005,1108,Docklands,0,,0,2,0,46,,,,50,21,,,,,0,0,19,124,0,3725
2005,1109,Docklands,,55,,2,120,,,0,23,405,,82,,10,,84,,36,62,0,944
2005,1110,Docklands,0,0,0,0,0,0,0,,0,0,0,,0,,0,0,0,0,0,0,507
2005,1111,West Melbourne (Industrial),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,1112,Docklands,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,10
2004,1,Melbourne (CBD),0,0,0,,0,0,0,,0,0,0,0,0,,0,0,0,0,,0,8
2004,2,Melbourne (CBD),0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,157
2004,4,Melbourne (CBD),0,0,0,,0,0,,0,0,84,0,0,0,13,0,0,0,40,1620,,1817
2004,5,Melbourne (CBD),0,0,0,,0,0,0,0,0,0,0,,0,,0,0,0,14,0,0,19
2004,6,Melbourne (CBD),0,,0,180,0,0,0,0,0,354,0,,0,,,,0,32,,0,1108
2004,11,Melbourne (CBD),123,,,0,321,,0,0,,26,,,,21,0,0,0,19,68,,788
2004,12,Melbourne (CBD),100,558,0,,438,,0,576,,157,0,,0,27,,,0,24,38,,3428
2004,13,Melbourne (CBD),0,187,50,,285,0,86,,263,60,,67,0,60,49,,0,38,,,1880
2004,14,Melbourne (CBD),207,123,,40,860,,282,0,262,263,12,12,,79,32,30,0,59,,0,2313
2004,15,Melbourne (CBD),81,194,,37,108,0,647,0,239,436,88,63,92,163,,,0,257,0,15,2438
2004,16,Melbourne (CBD),34,121,,130,215,,,0,0,92,9,,,107,0,,0,46,0,11,815
2004,17,Melbourne (CBD),,21,,0,177,,48,0,,246,0,0,22,33,0,16,0,16,0,26,651
2004,18,Melbourne (CBD),95,37,,0,181,,0,0,,55,0,,,,,0,0,,0,,1073
2004,21,Melbourne (CBD),,0,0,0,55,,0,0,,19,0,,0,,2451,0,0,0,316,0,3459
2004,22,Melbourne (CBD),,178,0,,2743,27,0,59,1567,146,0,1218,17,65,,,,26,361,,6769
2004,23,Melbourne (CBD),0,77,12,,1095,19,0,0,1638,57,28,147,14,64,0,,0,26,,0,3303
2004,24,Melbourne (CBD),0,411,,,1708,0,37,,1897,126,,1360,,33,,313,0,121,,,6434
2004,25,Melbourne (CBD),45,408,0,7,190,,138,,1845,217,60,,23,82,175,,0,250,,109,3615
2004,26,Melbourne (CBD),,,,95,1809,0,,,580,61,55,,14,31,,,0,74,0,0,3034
2004,27,Melbourne (CBD),,67,0,0,2494,33,0,,1547,174,39,,,127,,,0,147,0,,5320
2004,28,Melbourne (CBD),,121,,,387,,,,1232,105,158,2746,20,69,1490,,0,100,,0,7146
2004,31,Melbourne (CBD),0,573,0,,,0,0,0,1323,141,,206,,65,693,0,0,91,,24,3441
2004,32,Melbourne (CBD),0,371,32,0,1141,,30,31,4051,97,198,571,14,44,540,,0,27,787,,7952
2004,33,Melbourne (CBD),,352,0,,919,20,25,,642,193,40,18,0,117,,77,0,51,38,22,2625
2004,34,Melbourne (CBD),0,392,0,0,236,,13,60,6322,99,14,40,10,21,,83,0,187,78,20,7591
2004,35,Melbourne (CBD),,164,0,12,154,20,28,,45,296,146,414,234,140,,9,0,840,17,112,2830
2004,36,Melbourne (CBD),79,12,0,,124,0,,,,60,10,,0,76,,0,0,105,,0,676
2004,37,Melbourne (CBD),278,186,,0,1880,157,0,0,2105,48,86,341,138,48,1186,12,,68,58,,6815
2004,38,Melbourne (CBD),,54,0,0,331,,110,0,896,213,410,42,55,142,57,,0,41,,,2463
2004,41,Melbourne (CBD),,78,0,,558,0,,0,51,87,,,,19,898,0,0,,,0,1953
2004,42,Melbourne (CBD),0,196,,,1208,,,0,1537,159,14,40,,40,316,,0,33,33,,3748
2004,43,Melbourne (CBD),0,310,102,0,2151,140,0,0,903,43,0,159,,521,153,,0,,,,4535
2004,44,Melbourne (CBD),,232,0,,917,24,35,613,1202,45,41,76,23,307,,45,,237,13,,3878
2004,45,Melbourne (CBD),,59,0,42,24,0,35,0,31,357,0,18,24,78,0,9,0,1039,0,,1732
2004,46,Melbourne (CBD),,23,0,10,25,0,437,,94,328,,52,0,31,667,,0,173,0,,1852
2004,47,Melbourne (CBD),,,0,0,24,0,,0,0,113,11,0,,168,0,0,0,97,,0,452
2004,48,Melbourne (CBD),,45,,,210,0,,,17,209,19,,,98,74,18,,99,0,0,1127
2004,51,Melbourne (CBD),,,0,,34,0,,0,276,78,0,,,,155,,0,,,77,1184
2004,52,Melbourne (CBD),0,155,0,0,985,0,0,,598,39,0,,0,17,718,141,0,10,,,3000
2004,53,Melbourne (CBD),100,195,,,861,20,122,,2171,93,46,33,,62,438,10,0,13,0,54,4243
2004,54,Melbourne (CBD),0,88,0,,440,,17,0,51,183,73,55,,42,,,0,325,50,,1457
2004,55,Melbourne (CBD),,60,0,0,,0,0,0,0,77,8,0,0,,0,0,0,2379,0,0,2746
2004,56,Melbourne (CBD),0,45,0,15,24,0,,0,,423,,95,,30,,0,,1277,,0,1977
2004,57,Melbourne (CBD),,62,0,,185,0,23,0,22,506,10,117,,61,0,36,0,122,0,,1176
2004,58,Melbourne (CBD),200,,0,,93,0,0,0,,405,0,,16,20,,,0,56,,,1376
2004,61,Melbourne (CBD),30,,0,,0,0,,,0,192,0,0,0,0,,0,0,0,0,,397
2004,62,Melbourne (CBD),0,,0,0,1348,0,0,0,410,78,0,,0,,,0,0,0,,0,2109
2004,63,Melbourne (CBD),0,39,0,0,68,0,0,0,,40,0,132,0,,164,7,0,17,0,,491
2004,64,Melbourne (CBD),0,63,0,,816,,244,,61,184,,,,26,,,,279,0,,2065
2004,65,Melbourne (CBD),,21,0,0,27,0,,0,15,174,,,,23,0,0,,1634,,0,1998
2004,66,Melbourne (CBD),,65,0,,18,0,12,0,33,380,,,0,26,0,,,167,0,0,771
2004,67,Melbourne (CBD),164,25,0,86,82,0,,0,0,173,28,20,0,27,,,,46,,0,681
2004,68,Melbourne (CBD),35,,0,,557,0,,0,908,95,,0,0,,,0,0,9,0,0,2442
2004,71,Melbourne (CBD),0,59,0,0,35,0,0,0,0,,0,1210,0,,0,0,0,,,0,1338
2004,72,Melbourne (CBD),0,,0,0,562,,193,0,14,105,0,,,30,,0,0,,,,1421
2004,73,Melbourne (CBD),0,0,0,0,229,0,,0,0,15,0,0,0,,942,0,0,0,0,0,1202
2004,74,Melbourne (CBD),,153,0,0,469,,71,0,74,115,76,42,,75,,49,0,194,,0,1393
2004,76,Melbourne (CBD),0,,,,,,0,0,,278,11,0,,24,0,,0,540,0,0,2513
2004,77,Melbourne (CBD),,,0,0,851,0,326,0,,34,6,198,,140,0,,0,7,,0,1873
2004,78,Melbourne (CBD),,,0,0,362,0,0,0,829,52,,,,11,1960,,0,9,0,0,4990
2004,81,Melbourne (CBD),25,0,0,,0,0,,0,0,46,0,0,,0,0,0,0,,0,0,494
2004,82,Melbourne (CBD),0,268,0,0,632,0,37,,1674,57,0,81,0,,958,11,0,12,,,3790
2004,83,Melbourne (CBD),0,0,0,0,0,0,0,0,0,,0,0,,4,,0,0,0,0,0,456
2004,84,Melbourne (CBD),,,0,0,219,15,,,61,82,,12,42,125,0,0,0,80,0,,668
2004,85,Melbourne (CBD),,77,,,1521,0,0,,200,356,12,880,42,131,284,,0,530,37,,5047
2004,86,Melbourne (CBD),0,0,0,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,379
2004,87,Melbourne (CBD),0,25,0,0,316,,,,63,69,20,,0,9,73,10,0,11,,,1936
2004,88,Melbourne (CBD),0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,0,0,99
2004,91,West Melbourne (Residential),0,,0,0,130,0,0,,,,,,0,0,0,0,,0,0,,439
2004,92,West Melbourne (Residential),0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,
2004,93,Melbourne (CBD),0,0,0,,250,0,,0,,,0,,0,76,593,,0,0,0,,1734
2004,94,Melbourne (CBD),0,,0,0,794,,,0,0,30,0,,,11,701,,,48,,,3679
2004,95,Melbourne (CBD),0,21,0,,66,0,233,0,,117,54,,52,50,0,0,,34,0,,669
2004,96,Melbourne (CBD),0,,0,22,,0,1749,0,,54,0,0,0,,0,0,0,31,0,0,2193
2004,97,Melbourne (CBD),,,0,0,91,,,0,,,0,472,0,45,0,22,0,,0,,760
2004,98,Melbourne (CBD),0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,
2004,101,West Melbourne (Residential),0,,0,0,0,0,,,,18,89,,70,,0,0,0,0,0,0,1238
2004,103,Melbourne (CBD),,0,0,0,51,,,,0,,0,,0,0,0,0,,44,0,0,382
2004,104,Melbourne (CBD),47,32,0,0,43,0,,,0,34,,,,10,0,0,25,34,0,0,411
2004,105,Melbourne (CBD),,0,0,0,48,0,322,0,0,118,,26,,158,0,0,,,,0,754
2004,107,Melbourne (CBD),,0,0,,0,0,0,0,0,0,0,0,0,22,,0,0,,0,0,38
2004,111,West Melbourne (Residential),,,0,0,,,0,0,0,0,,0,45,5,,0,0,,,,219
2004,113,Melbourne (CBD),0,,0,0,0,,0,,0,116,0,0,12,14,,0,0,973,7,,1174
2004,114,Melbourne (CBD),,,0,,4,,,0,,146,0,0,,,0,0,0,94,0,0,421
2004,115,Melbourne (CBD),,,0,,168,0,,0,,24,0,144,0,,0,0,,85,566,0,1582
2004,116,Melbourne (CBD),0,0,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,49
2004,125,Melbourne (CBD),0,0,0,0,0,0,0,0,0,,0,0,0,,,0,0,,0,0,190
2004,131,Docklands,,,0,111,26,,,0,,,,,0,16,3159,0,0,,10,0,3824
2004,201,Carlton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,202,Carlton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,203,Carlton,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,41
2004,204,Carlton,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,
2004,205,Carlton,0,0,0,0,0,0,,0,,,2913,0,0,0,0,0,0,,0,0,2971
2004,206,Carlton,,,0,,4,0,,0,,173,61,8,,14,0,0,0,72,0,0,370
2004,207,Carlton,0,0,0,0,0,0,0,,0,89,,0,0,,0,0,0,91,0,62,247
2004,208,Carlton,0,0,0,0,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,13
2004,209,Carlton,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,
2004,210,Carlton,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
2004,211,Carlton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,
2004,212,Carlton,0,0,0,0,,,0,,0,0,,0,0,0,,,0,,0,0,83
2004,213,Carlton,0,0,0,,0,0,,,0,0,,0,0,,,0,0,0,0,0,75
2004,214,Carlton,,,0,0,,0,,0,0,,,0,,,0,0,0,19,0,,62
2004,215,Carlton,0,0,0,0,,0,0,0,0,23,,,0,,,,0,14,,0,96
2004,216,Carlton,0,,0,0,13,0,0,0,,21,0,0,,30,,0,0,16,0,,215
2004,217,Carlton,0,14,0,,31,,0,0,0,169,31,69,0,31,0,,,324,0,0,703
2004,218,Carlton,,8,0,,90,,,0,57,150,150,0,15,45,0,0,0,46,,,647
2004,219,Carlton,0,0,0,,13,0,0,0,0,0,,,,,0,0,0,0,0,0,85
2004,220,Carlton,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,,15
2004,221,Carlton,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2004,222,Carlton,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,,0,0,93
2004,223,Carlton,0,0,0,0,,0,0,0,0,,,0,0,6,0,,0,11,0,0,67
2004,224,Carlton,0,0,0,0,9,0,0,0,,11,,0,11,0,0,,0,22,0,,94
2004,225,Carlton,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,11
2004,226,Carlton,0,0,0,0,0,0,0,0,0,29,0,0,0,,,0,0,0,0,0,33
2004,227,Carlton,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,14
2004,228,Carlton,0,0,0,,,0,0,0,0,,,0,0,,,0,0,0,0,0,86
2004,229,Carlton,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1
2004,230,Carlton,0,,0,,0,0,0,0,0,,0,0,,,0,0,0,,0,0,20
2004,231,Carlton,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,
2004,232,Carlton,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,,0,0,0,36
2004,233,Carlton,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
2004,234,Carlton,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,8,0,,21
2004,235,Carlton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,
2004,236,Carlton,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,8
2004,237,Carlton,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
2004,238,Carlton,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2004,239,Carlton,,,0,0,,0,,,27,,144,,0,51,0,0,0,,0,0,506
2004,240,Carlton,0,0,0,0,,0,351,,0,,,0,0,0,0,0,0,0,0,,377
2004,241,Carlton,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,
