Census year,Block ID,CLUE small area,Accommodation,Admin and Support Services,Agriculture and Mining,Arts and Recreation Services,Business Services,Construction,Education and Training,"Electricity, Gas, Water and Waste Services",Finance and Insurance,Food and Beverage Services,Health Care and Social Assistance,Information Media and Telecommunications,Manufacturing,Other Services,Public Administration and Safety,Real Estate Services,Rental and Hiring Services,Retail Trade,"Transport, Postal and Storage",Wholesale Trade,Total employment in block
2009,808,Southbank,0,,0,,159,0,0,,,36,0,,0,0,0,,0,29,90,,472
2009,809,Southbank,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,810,Southbank,0,0,0,0,0,0,0,0,0,0,,0,0,,0,80,0,,0,0,457
2009,811,Southbank,0,,0,,0,0,,,0,0,0,0,,0,0,0,0,,0,0,457
2009,812,Southbank,,,,,305,,,0,0,31,,174,,48,0,58,0,,0,,870
2009,813,Southbank,0,0,0,,0,0,,0,0,0,,0,0,,,0,0,0,0,0,337
2009,814,Southbank,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,
2009,815,Southbank,0,,0,0,,0,0,0,0,,0,0,0,,0,,0,97,0,0,159
2009,849,South Yarra,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2009,850,Melbourne (Remainder),0,0,0,10,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,10
2009,851,Melbourne (Remainder),0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2009,852,Melbourne (Remainder),0,0,0,271,0,0,0,,0,56,0,0,0,12,0,0,0,,0,0,353
2009,853,South Yarra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,854,South Yarra,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2009,855,South Yarra,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,247
2009,856,South Yarra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,857,South Yarra,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,
2009,858,South Yarra,,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,10
2009,859,South Yarra,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,
2009,860,South Yarra,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,
2009,861,South Yarra,,0,0,0,0,0,34,,0,77,0,0,0,,0,0,0,40,0,0,169
2009,862,South Yarra,36,0,0,0,0,0,,0,0,,,0,0,0,0,0,0,0,0,0,74
2009,863,Melbourne (Remainder),0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,
2009,864,South Yarra,0,,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,20
2009,865,South Yarra,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
2009,866,South Yarra,0,,0,,0,0,,,0,,,0,0,,0,0,0,0,0,0,26
2009,867,South Yarra,,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,69
2009,868,South Yarra,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,30
2009,869,South Yarra,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2009,870,Melbourne (Remainder),0,0,0,0,1675,0,0,0,0,,4694,0,0,,0,0,0,25,0,0,6436
2009,871,Melbourne (Remainder),0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,647
2009,901,Parkville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,902,Parkville,,0,0,,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,20
2009,903,Parkville,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,
2009,904,Parkville,,0,0,0,,0,,0,0,,0,,0,,0,0,0,0,0,0,316
2009,905,Parkville,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,
2009,906,Parkville,,,,0,237,,61,0,51,,,,,77,,0,0,0,,0,582
2009,907,Parkville,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2009,908,Parkville,,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,39
2009,909,Parkville,0,0,0,,0,0,,0,0,0,0,0,0,,,0,0,0,0,0,23
2009,910,Parkville,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,
2009,911,Parkville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,912,Parkville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,913,Parkville,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,
2009,914,Parkville,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,,0,18
2009,915,Parkville,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,26
2009,916,Parkville,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,52
2009,917,Parkville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,918,Parkville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,919,Parkville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,920,Parkville,0,0,0,0,,0,0,0,,97,8386,0,0,8,0,0,0,20,,0,9231
2009,921,Parkville,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,252
2009,922,Parkville,0,0,0,,0,0,0,,0,0,11,0,0,12,0,0,0,0,0,0,23
2009,923,Parkville,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,
2009,924,Parkville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,925,Parkville,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2009,926,Parkville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,927,Parkville,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,
2009,928,Parkville,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
2009,929,Parkville,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,
2009,930,Parkville,0,0,0,0,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,1492
2009,931,Parkville,0,0,0,363,0,0,0,0,0,172,4375,0,0,,0,0,0,,,0,4954
2009,1001,West Melbourne (Industrial),0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,
2009,1002,West Melbourne (Industrial),0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,130
2009,1004,West Melbourne (Industrial),0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,,0,231,0,237
2009,1005,West Melbourne (Industrial),0,0,0,,0,0,0,,0,,0,0,0,,0,,0,,156,,183
2009,1006,West Melbourne (Industrial),0,,0,,,0,0,,,59,0,,0,,,0,115,,259,2754,3322
2009,1007,West Melbourne (Industrial),0,0,,0,0,0,0,,0,0,0,0,0,0,,0,,0,903,,942
2009,1009,West Melbourne (Industrial),0,0,0,,0,0,0,0,0,,0,,,0,0,0,,0,574,,622
2009,1012,North Melbourne,0,,0,0,,47,,0,0,0,0,0,240,,0,0,,,65,,464
2009,1013,West Melbourne (Industrial),0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,,0,93
2009,1014,West Melbourne (Industrial),0,0,0,,,0,0,0,0,0,0,0,,0,0,0,0,0,,79,115
2009,1015,West Melbourne (Industrial),0,0,0,,0,,0,,0,0,0,0,,,0,0,0,33,,21,216
2009,1016,Kensington,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
2009,1101,Docklands,,,0,3,0,0,0,0,0,300,,,,110,,23,0,907,542,0,3257
2009,1102,Docklands,,,0,0,72,,,0,0,,,67,0,10,,,0,0,691,0,978
2009,1103,Docklands,,79,0,904,,0,,0,,702,,661,,6,0,8,,11,0,0,2910
2009,1104,Docklands,0,,0,8,83,,0,0,13,29,,,,12,0,30,0,13,0,7,207
2009,1105,Docklands,,0,0,0,1236,0,0,0,2836,35,0,0,,5,403,8,0,,0,,5272
2009,1106,Docklands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,1107,Docklands,0,0,0,5,0,0,,,0,0,0,0,0,0,,0,0,0,0,0,43
2009,1108,Docklands,0,268,0,10,,,,,8894,231,57,,23,98,,,0,994,47,,12710
2009,1109,Docklands,20,90,,,175,14,0,,48,442,13,84,10,17,23,120,,46,92,7,1228
2009,1110,Docklands,0,0,0,24,,,,,0,172,,,,8,0,,0,750,0,0,2130
2009,1111,West Melbourne (Industrial),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,63
2009,1112,Docklands,0,0,0,0,0,0,0,0,0,,0,0,0,,0,,0,,0,0,25
2009,2381,North Melbourne,0,0,0,0,,,0,0,0,,,,0,37,0,0,0,,,0,104
2009,2382,North Melbourne,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,,0,0,32
2009,2383,North Melbourne,0,,0,0,0,,0,,0,0,0,,,,152,0,0,,,,298
2009,2384,North Melbourne,0,,0,0,,,0,0,,0,,0,,,0,0,0,,,41,204
2009,2385,North Melbourne,0,0,0,,,,,0,,0,,,,0,0,0,,0,,32,179
2009,2386,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,2387,North Melbourne,0,,0,0,,,,0,0,0,0,,,,0,0,0,0,0,31,195
2009,2388,North Melbourne,0,0,0,,0,0,0,,0,0,,0,0,,,0,0,0,0,0,15
2009,2389,North Melbourne,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,27
2009,2390,North Melbourne,0,67,0,0,24,,0,0,0,0,0,0,68,0,0,0,,34,44,39,299
2009,2391,North Melbourne,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
2009,2392,North Melbourne,0,0,0,0,0,0,0,0,0,,,0,,,0,0,0,16,,0,38
2009,2501,Kensington,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2009,2502,Kensington,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
2009,2503,Kensington,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2009,2504,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,2505,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,2506,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,2507,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,2508,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,2509,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,2510,Kensington,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,
2009,2511,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,2512,Kensington,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2009,2513,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,2514,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,2515,Kensington,0,,0,,,0,,0,0,0,0,0,0,,0,0,0,0,0,0,25
2009,2516,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,2517,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,2518,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,
2009,2519,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,2520,Kensington,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,38
2009,2521,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,
2009,2522,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,2523,Kensington,,0,0,0,0,0,0,0,0,15,0,0,0,,0,0,0,,0,0,24
2009,2524,Kensington,0,,0,0,0,0,0,0,0,41,,0,,19,0,,0,45,,0,137
2009,2525,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,
2009,2526,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
2009,2527,Kensington,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2009,2528,Kensington,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,
2009,2529,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,2530,Kensington,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,29
2009,2531,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,
2009,2532,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,
2009,2533,Kensington,0,,0,0,,,0,0,0,0,0,0,,12,,0,0,,,0,126
2009,2534,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,2535,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,2536,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,2537,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,2538,Kensington,0,0,0,0,,15,,0,0,0,0,0,,16,0,0,0,,0,,61
2009,2539,Kensington,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,
2009,2540,Kensington,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,22
2009,2541,Kensington,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,
2009,2542,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,2543,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,2544,Kensington,0,0,0,,0,0,0,0,0,0,0,0,9,,0,0,0,0,0,0,19
2009,2545,Kensington,0,0,0,0,0,,0,0,0,0,0,0,,12,0,0,0,0,0,0,69
2009,2546,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,19
2009,2547,Kensington,0,0,0,,308,,0,0,0,0,,0,,,,0,0,0,34,,582
2009,2548,Kensington,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2008,1,Melbourne (CBD),0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,3
2008,2,Melbourne (CBD),0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,179
2008,4,Melbourne (CBD),0,0,0,31,,0,,0,0,74,0,0,0,13,,0,0,58,1140,0,1329
2008,5,Melbourne (CBD),0,0,0,0,,0,0,0,0,0,0,,0,,0,0,0,16,0,0,20
2008,6,Melbourne (CBD),0,,0,326,,0,0,0,0,428,0,,0,,,,,31,19,0,1526
2008,11,Melbourne (CBD),159,0,,0,233,0,0,,,34,119,,,31,0,,0,36,44,,757
2008,12,Melbourne (CBD),101,1838,0,97,670,,74,79,1183,192,,577,0,38,,,0,64,,0,5728
2008,13,Melbourne (CBD),0,146,161,,461,,,,378,37,0,79,0,110,,,0,38,,0,2322
2008,14,Melbourne (CBD),155,178,,,362,27,234,0,104,304,59,125,,57,97,40,0,76,,,2063
2008,15,Melbourne (CBD),101,39,,37,94,0,641,0,248,505,90,71,70,146,,0,0,339,0,13,2412
2008,16,Melbourne (CBD),,59,0,141,187,,62,0,,125,,,,77,0,,0,76,0,,857
2008,17,Melbourne (CBD),,16,,,947,,438,0,30,254,0,,,37,,,0,32,0,,2049
2008,18,Melbourne (CBD),137,26,0,,2140,,0,0,702,100,0,,,34,1210,,0,,164,,4597
2008,21,Melbourne (CBD),,0,0,0,,0,0,,1381,30,,,,,637,,0,,,0,2995
2008,22,Melbourne (CBD),,472,39,152,3414,53,,69,651,146,0,1106,19,36,182,138,0,39,136,,6857
2008,23,Melbourne (CBD),,117,,20,949,,,0,857,76,26,133,,92,0,63,0,52,,,2550
2008,24,Melbourne (CBD),0,564,,,1927,,131,,1563,119,32,1280,,56,,293,0,133,,,6391
2008,25,Melbourne (CBD),46,239,,13,323,0,169,,660,159,101,,59,163,146,,0,367,,66,3117
2008,26,Melbourne (CBD),,,,,2030,,,,486,131,64,0,,31,,0,0,92,0,0,3303
2008,27,Melbourne (CBD),,80,0,0,2157,33,,,2244,180,37,102,21,152,69,,0,88,0,,5779
2008,28,Melbourne (CBD),,107,,,478,0,,0,1701,152,131,2402,24,46,980,53,0,116,,0,6856
2008,31,Melbourne (CBD),,699,,,89,0,0,,1206,152,124,119,,85,,,0,60,,52,3906
2008,32,Melbourne (CBD),17,1005,29,,1473,,23,10,4011,95,127,69,,35,178,73,0,62,636,,7861
2008,33,Melbourne (CBD),66,309,22,,1268,24,421,0,387,196,65,31,10,211,,44,0,74,35,,3173
2008,34,Melbourne (CBD),,643,7,,937,,89,0,5750,121,48,29,37,71,15,148,0,136,28,38,8114
2008,35,Melbourne (CBD),,202,,8,144,16,44,,28,278,278,284,198,128,7,8,0,814,,117,2787
2008,36,Melbourne (CBD),142,20,0,,174,,,,,117,13,,0,64,,0,0,105,,0,912
2008,37,Melbourne (CBD),133,53,265,,814,,,,2147,136,57,618,235,63,1323,41,,71,,,6417
2008,38,Melbourne (CBD),,161,,0,492,55,110,,1120,285,396,51,84,160,,19,0,41,,,3101
2008,41,Melbourne (CBD),138,71,0,0,770,0,,0,54,59,,,0,15,,0,0,0,,0,1870
2008,42,Melbourne (CBD),0,228,82,,1330,,271,264,1196,120,30,626,83,63,390,23,0,29,207,,4978
2008,43,Melbourne (CBD),,688,161,0,2701,132,257,0,626,210,0,41,0,202,430,122,0,27,0,,6086
2008,44,Melbourne (CBD),,86,0,0,769,3,73,,1669,301,106,,22,370,18,56,0,273,10,6,4516
2008,45,Melbourne (CBD),,8,0,29,32,0,159,0,50,251,0,25,29,64,0,8,0,1263,0,,1938
2008,46,Melbourne (CBD),0,53,,,58,0,1034,,,312,0,81,0,62,,,0,217,0,0,2678
2008,47,Melbourne (CBD),,,0,0,15,,14,0,,120,20,,0,196,3939,,0,72,,0,4432
2008,48,Melbourne (CBD),,38,,,337,,,,72,220,34,,,102,,24,,60,,0,1180
2008,51,Melbourne (CBD),,32,0,,359,,,0,,130,0,263,,,174,,0,,116,,1794
2008,52,Melbourne (CBD),0,536,0,0,2075,0,,0,1251,117,0,,0,79,599,,0,16,,0,5259
2008,53,Melbourne (CBD),150,84,0,,1032,59,73,,3223,117,41,43,37,220,30,,0,16,,,5182
2008,54,Melbourne (CBD),0,91,,,537,,156,0,86,158,129,155,7,114,14,,0,309,,,1902
2008,55,Melbourne (CBD),,,0,0,13,0,0,0,0,111,,,,15,0,,0,1885,0,0,2278
2008,56,Melbourne (CBD),0,132,0,5,148,0,102,0,40,391,,132,23,30,0,,,909,0,0,1929
2008,57,Melbourne (CBD),,19,0,,208,,44,0,25,527,20,34,,111,0,14,,112,0,0,1151
2008,58,Melbourne (CBD),240,0,0,,100,0,0,0,,476,0,0,,25,,0,0,48,,,1588
2008,61,Melbourne (CBD),33,,0,0,0,0,,,0,212,0,0,0,0,,0,0,0,0,0,354
2008,62,Melbourne (CBD),0,0,0,0,1526,0,,0,,123,0,,0,,0,0,0,,,0,2092
2008,63,Melbourne (CBD),0,,0,0,153,0,16,0,17,43,,132,0,,364,,0,32,0,,797
2008,64,Melbourne (CBD),,68,0,17,826,,234,,59,232,,,,27,0,,,293,,,1867
2008,65,Melbourne (CBD),,36,0,0,68,0,,,21,280,,,,29,0,,,1606,,0,2107
2008,66,Melbourne (CBD),,47,0,0,34,0,44,0,,528,,42,0,23,0,0,,154,0,0,919
2008,67,Melbourne (CBD),123,24,0,98,55,0,88,0,0,281,,10,0,30,0,0,,38,0,0,769
2008,68,Melbourne (CBD),84,0,0,,52,,,0,1296,148,,,0,31,,,0,24,0,0,3379
2008,71,Melbourne (CBD),,,0,0,53,0,0,0,,,0,1019,,,,0,0,,,0,1121
2008,72,Melbourne (CBD),0,,0,0,814,,,0,17,150,,,0,45,,,0,15,0,,1581
2008,73,Melbourne (CBD),0,0,0,0,308,0,,0,0,14,0,0,0,,862,0,0,0,0,,1233
2008,74,Melbourne (CBD),,173,0,0,539,,530,,70,91,91,10,,34,,63,0,163,24,,1937
2008,76,Melbourne (CBD),0,,,86,1983,,0,0,31,389,130,1955,,43,0,,0,794,,0,6092
2008,77,Melbourne (CBD),,,0,,564,0,,0,34,58,,924,,131,0,,0,9,,0,2523
2008,78,Melbourne (CBD),,,0,,22,0,0,0,1540,105,,,,15,4886,,0,15,0,0,10907
2008,81,Melbourne (CBD),,0,0,0,,0,488,0,0,169,0,0,0,0,0,0,0,27,0,0,721
2008,82,Melbourne (CBD),0,353,0,0,565,0,61,,,53,0,1006,,,249,,0,,,,3303
2008,83,Melbourne (CBD),0,0,0,0,0,,,0,0,43,0,0,0,12,,0,0,0,0,0,358
2008,84,Melbourne (CBD),0,21,0,0,170,0,84,,67,99,0,11,,114,,,0,91,0,9,719
2008,85,Melbourne (CBD),,17,,,2375,0,,,204,969,55,1193,,162,1142,,0,1460,,,9115
2008,86,Melbourne (CBD),0,0,0,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,468
2008,87,Melbourne (CBD),0,22,,0,744,,105,,,79,8,,0,13,,27,,,,0,3217
2008,88,Melbourne (CBD),0,0,0,0,0,0,0,0,0,,,,0,0,0,,0,,0,0,141
2008,91,West Melbourne (Residential),0,,0,0,148,,,,,14,0,,0,,,,0,,0,27,444
2008,92,West Melbourne (Residential),0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2008,93,Melbourne (CBD),0,,0,,298,0,135,0,138,,0,0,,88,1040,,0,939,0,,3293
2008,94,Melbourne (CBD),0,,0,0,963,,,0,,31,0,,0,5,,,,40,0,0,3720
2008,95,Melbourne (CBD),0,66,0,,87,,393,0,,162,44,7,,19,,25,,67,0,,934
2008,96,Melbourne (CBD),0,,0,76,0,0,2906,0,,28,39,,,19,,0,0,17,0,0,3236
2008,97,Melbourne (CBD),69,42,0,,54,,73,0,,17,,317,0,44,0,0,0,,0,0,668
2008,98,Melbourne (CBD),0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,
2008,101,West Melbourne (Residential),0,0,0,0,,0,,,,22,,,66,,0,0,0,0,0,,1542
2008,103,Melbourne (CBD),107,0,0,0,15,,,,,,0,0,0,203,0,0,0,,,0,655
2008,104,Melbourne (CBD),38,40,0,0,25,0,83,,0,53,,0,,22,,0,,29,0,0,306
2008,105,Melbourne (CBD),,,0,0,76,0,801,0,0,63,,30,0,,,0,36,33,,,1215
2008,107,Melbourne (CBD),,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0,26
2008,111,West Melbourne (Residential),,,0,,,,0,0,,0,,0,0,7,,0,0,,0,,165
2008,113,Melbourne (CBD),0,39,0,,0,,0,,0,113,,0,12,7,0,0,0,968,4,,1177
2008,114,Melbourne (CBD),,,0,,36,12,,0,0,112,,,0,36,0,0,0,91,,,412
2008,115,Melbourne (CBD),60,,0,,,,,0,,25,,69,0,,0,,35,80,0,,1837
2008,116,Melbourne (CBD),0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,
2008,125,Melbourne (CBD),0,0,0,0,0,,,0,0,,0,0,0,,0,0,0,,0,0,48
2008,131,Docklands,,,0,,259,,0,0,,25,,0,0,6,3394,,0,,78,0,4078
2008,201,Carlton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,202,Carlton,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2008,203,Carlton,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,0,,0,0,41
2008,204,Carlton,,0,0,0,0,0,,0,0,,0,0,0,,0,0,0,0,0,0,187
2008,205,Carlton,,0,0,0,0,0,,0,,19,1017,0,0,0,0,0,0,12,0,0,1233
2008,206,Carlton,,,0,,21,,0,0,,177,,,0,16,0,0,0,79,0,0,366
2008,207,Carlton,0,0,0,0,0,0,0,,0,85,,0,0,,0,0,0,108,0,73,273
2008,208,Carlton,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,,0,0,14
2008,209,Carlton,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,
2008,210,Carlton,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,
2008,211,Carlton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,
2008,212,Carlton,,0,0,0,0,0,0,,,0,,0,0,0,,0,0,,0,0,64
2008,213,Carlton,0,0,0,,0,0,,,,0,,0,0,,,0,0,0,0,0,90
2008,214,Carlton,,0,0,0,24,0,0,0,0,,,0,,,0,0,0,20,0,,84
2008,215,Carlton,,0,0,,0,0,0,0,0,21,,0,0,,,,0,16,,0,72
2008,216,Carlton,0,0,0,0,,0,0,0,,35,0,0,,75,,0,0,14,0,,201
2008,217,Carlton,0,,0,,36,,0,0,0,236,26,,0,35,0,0,,309,0,0,745
2008,218,Carlton,,16,0,,82,,11,0,41,171,15,,12,324,0,0,0,55,,,820
2008,219,Carlton,0,0,0,0,,0,,0,0,,,0,,0,0,,0,0,0,0,31
2008,220,Carlton,0,0,0,0,,0,0,0,,0,0,0,0,,0,0,0,0,0,,26
2008,221,Carlton,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2008,222,Carlton,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,,0,0,42
2008,223,Carlton,0,0,0,0,,0,0,0,0,,,0,0,10,0,,0,11,0,0,78
2008,224,Carlton,,0,0,0,,0,,0,,11,19,0,42,,0,,,7,0,0,112
2008,225,Carlton,0,0,0,,0,0,0,0,,,0,0,0,0,0,,0,,0,0,18
2008,226,Carlton,0,0,0,0,0,0,0,0,0,36,0,0,0,,,0,0,0,0,0,41
2008,227,Carlton,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,11
2008,228,Carlton,0,0,0,,,0,0,0,0,,,0,0,,,0,0,0,0,0,120
2008,229,Carlton,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
2008,230,Carlton,0,,0,,0,0,0,0,0,,0,0,,,0,0,0,,0,0,18
2008,231,Carlton,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,
2008,232,Carlton,0,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,,0,0,45
2008,233,Carlton,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,
2008,234,Carlton,0,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,,0,,15
2008,235,Carlton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,
2008,236,Carlton,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,
